,Weights,City
55,"(0, 0, 0, 3, 1, 3)",Utrecht
56,"(0, 0, 0, 3, 2, 0)",Trondheim
57,"(0, 0, 0, 3, 2, 1)",Dresden
58,"(0, 0, 0, 3, 2, 2)",Berlin
59,"(0, 0, 0, 3, 2, 3)",Amsterdam
60,"(0, 0, 0, 3, 3, 0)",Bergen
61,"(0, 0, 0, 3, 3, 1)",Munich
62,"(0, 0, 0, 3, 3, 2)",Aachen
63,"(0, 0, 0, 3, 3, 3)",Amsterdam
64,"(0, 0, 1, 0, 0, 0)",Nashville
65,"(0, 0, 1, 0, 0, 1)",Brussels
66,"(0, 0, 1, 0, 0, 2)",Brussels
67,"(0, 0, 1, 0, 0, 3)",Brussels
68,"(0, 0, 1, 0, 1, 0)",Hong Kong
69,"(0, 0, 1, 0, 1, 1)",Manchester
70,"(0, 0, 1, 0, 1, 2)",Oxford
71,"(0, 0, 1, 0, 1, 3)",Manchester
72,"(0, 0, 1, 0, 2, 0)",Aachen
73,"(0, 0, 1, 0, 2, 1)",Oxford
74,"(0, 0, 1, 0, 2, 2)",Manchester
75,"(0, 0, 1, 0, 2, 3)",Manchester
76,"(0, 0, 1, 0, 3, 0)",Dresden
77,"(0, 0, 1, 0, 3, 1)",Aachen
78,"(0, 0, 1, 0, 3, 2)",Braga
79,"(0, 0, 1, 0, 3, 3)",Vienna
80,"(0, 0, 1, 1, 0, 0)",Nashville
81,"(0, 0, 1, 1, 0, 1)",Brussels
82,"(0, 0, 1, 1, 0, 2)",Brussels
83,"(0, 0, 1, 1, 0, 3)",Brussels
84,"(0, 0, 1, 1, 1, 0)",Aachen
85,"(0, 0, 1, 1, 1, 1)",Aachen
86,"(0, 0, 1, 1, 1, 2)",Manchester
87,"(0, 0, 1, 1, 1, 3)",Manchester
88,"(0, 0, 1, 1, 2, 0)",Aachen
89,"(0, 0, 1, 1, 2, 1)",Manchester
90,"(0, 0, 1, 1, 2, 2)",Oxford
91,"(0, 0, 1, 1, 2, 3)",Manchester
92,"(0, 0, 1, 1, 3, 0)",Aachen
93,"(0, 0, 1, 1, 3, 1)",Aachen
94,"(0, 0, 1, 1, 3, 2)",Manchester
95,"(0, 0, 1, 1, 3, 3)",Aachen
96,"(0, 0, 1, 2, 0, 0)",Trondheim
97,"(0, 0, 1, 2, 0, 1)",Brussels
98,"(0, 0, 1, 2, 0, 2)",Brussels
99,"(0, 0, 1, 2, 0, 3)",Rotterdam
100,"(0, 0, 1, 2, 1, 0)",Aachen
101,"(0, 0, 1, 2, 1, 1)",Bergen
102,"(0, 0, 1, 2, 1, 2)",Oxford
103,"(0, 0, 1, 2, 1, 3)",Manchester
104,"(0, 0, 1, 2, 2, 0)",Bergen
105,"(0, 0, 1, 2, 2, 1)",Berlin
106,"(0, 0, 1, 2, 2, 2)",Manchester
107,"(0, 0, 1, 2, 2, 3)",Oxford
108,"(0, 0, 1, 2, 3, 0)",Bergen
109,"(0, 0, 1, 2, 3, 1)",Bergen
110,"(0, 0, 1, 2, 3, 2)",Aachen
111,"(0, 0, 1, 2, 3, 3)",Oxford
112,"(0, 0, 1, 3, 0, 0)",Canberra
113,"(0, 0, 1, 3, 0, 1)",The Hague
114,"(0, 0, 1, 3, 0, 2)",Brussels
115,"(0, 0, 1, 3, 0, 3)",Brussels
116,"(0, 0, 1, 3, 1, 0)",Aachen
117,"(0, 0, 1, 3, 1, 1)",Aachen
118,"(0, 0, 1, 3, 1, 2)",Aachen
119,"(0, 0, 1, 3, 1, 3)",Oxford
120,"(0, 0, 1, 3, 2, 0)",Dresden
121,"(0, 0, 1, 3, 2, 1)",Trondheim
122,"(0, 0, 1, 3, 2, 2)",Berlin
123,"(0, 0, 1, 3, 2, 3)",Aachen
124,"(0, 0, 1, 3, 3, 0)",Trondheim
125,"(0, 0, 1, 3, 3, 1)",Bergen
126,"(0, 0, 1, 3, 3, 2)",Bergen
127,"(0, 0, 1, 3, 3, 3)",Aachen
128,"(0, 0, 2, 0, 0, 0)",Manchester
129,"(0, 0, 2, 0, 0, 1)",Manchester
130,"(0, 0, 2, 0, 0, 2)",Manchester
131,"(0, 0, 2, 0, 0, 3)",Brussels
132,"(0, 0, 2, 0, 1, 0)",Manchester
133,"(0, 0, 2, 0, 1, 1)",Oxford
134,"(0, 0, 2, 0, 1, 2)",Oxford
135,"(0, 0, 2, 0, 1, 3)",Brussels
136,"(0, 0, 2, 0, 2, 0)",Manchester
137,"(0, 0, 2, 0, 2, 1)",Manchester
138,"(0, 0, 2, 0, 2, 2)",Manchester
139,"(0, 0, 2, 0, 2, 3)",Manchester
140,"(0, 0, 2, 0, 3, 0)",Aachen
141,"(0, 0, 2, 0, 3, 1)",Manchester
142,"(0, 0, 2, 0, 3, 2)",Manchester
143,"(0, 0, 2, 0, 3, 3)",Utrecht
144,"(0, 0, 2, 1, 0, 0)",Nashville
145,"(0, 0, 2, 1, 0, 1)",Brussels
146,"(0, 0, 2, 1, 0, 2)",Brussels
147,"(0, 0, 2, 1, 0, 3)",Manchester
148,"(0, 0, 2, 1, 1, 0)",Manchester
149,"(0, 0, 2, 1, 1, 1)",Manchester
150,"(0, 0, 2, 1, 1, 2)",Manchester
151,"(0, 0, 2, 1, 1, 3)",Brussels
152,"(0, 0, 2, 1, 2, 0)",Aachen
153,"(0, 0, 2, 1, 2, 1)",Aachen
154,"(0, 0, 2, 1, 2, 2)",Manchester
155,"(0, 0, 2, 1, 2, 3)",Oxford
156,"(0, 0, 2, 1, 3, 0)",Aachen
157,"(0, 0, 2, 1, 3, 1)",Aachen
158,"(0, 0, 2, 1, 3, 2)",Manchester
159,"(0, 0, 2, 1, 3, 3)",Manchester
160,"(0, 0, 2, 2, 0, 0)",Montreal
161,"(0, 0, 2, 2, 0, 1)",Oxford
162,"(0, 0, 2, 2, 0, 2)",Manchester
163,"(0, 0, 2, 2, 0, 3)",Manchester
164,"(0, 0, 2, 2, 1, 0)",Manchester
165,"(0, 0, 2, 2, 1, 1)",Manchester
166,"(0, 0, 2, 2, 1, 2)",Manchester
167,"(0, 0, 2, 2, 1, 3)",Brussels
168,"(0, 0, 2, 2, 2, 0)",Aachen
169,"(0, 0, 2, 2, 2, 1)",Berlin
170,"(0, 0, 2, 2, 2, 2)",Manchester
171,"(0, 0, 2, 2, 2, 3)",Aachen
172,"(0, 0, 2, 2, 3, 0)",Aachen
173,"(0, 0, 2, 2, 3, 1)",Manchester
174,"(0, 0, 2, 2, 3, 2)",Oxford
175,"(0, 0, 2, 2, 3, 3)",Manchester
176,"(0, 0, 2, 3, 0, 0)",Adelaide
177,"(0, 0, 2, 3, 0, 1)",Aachen
178,"(0, 0, 2, 3, 0, 2)",Brussels
179,"(0, 0, 2, 3, 0, 3)",Brussels
180,"(0, 0, 2, 3, 1, 0)",Aachen
181,"(0, 0, 2, 3, 1, 1)",Aachen
182,"(0, 0, 2, 3, 1, 2)",Aachen
183,"(0, 0, 2, 3, 1, 3)",Utrecht
184,"(0, 0, 2, 3, 2, 0)",Aachen
185,"(0, 0, 2, 3, 2, 1)",Dresden
186,"(0, 0, 2, 3, 2, 2)",Aachen
187,"(0, 0, 2, 3, 2, 3)",Manchester
188,"(0, 0, 2, 3, 3, 0)",Dresden
189,"(0, 0, 2, 3, 3, 1)",Manchester
190,"(0, 0, 2, 3, 3, 2)",Manchester
191,"(0, 0, 2, 3, 3, 3)",Oxford
192,"(0, 0, 3, 0, 0, 0)",Nashville
193,"(0, 0, 3, 0, 0, 1)",Glasgow
194,"(0, 0, 3, 0, 0, 2)",Manchester
195,"(0, 0, 3, 0, 0, 3)",Brussels
196,"(0, 0, 3, 0, 1, 0)",Manchester
197,"(0, 0, 3, 0, 1, 1)",Brussels
198,"(0, 0, 3, 0, 1, 2)",Brussels
199,"(0, 0, 3, 0, 1, 3)",Manchester
200,"(0, 0, 3, 0, 2, 0)",Aachen
201,"(0, 0, 3, 0, 2, 1)",Manchester
202,"(0, 0, 3, 0, 2, 2)",Manchester
203,"(0, 0, 3, 0, 2, 3)",Oxford
204,"(0, 0, 3, 0, 3, 0)",Manchester
205,"(0, 0, 3, 0, 3, 1)",Manchester
206,"(0, 0, 3, 0, 3, 2)",Venice
207,"(0, 0, 3, 0, 3, 3)",Manchester
208,"(0, 0, 3, 1, 0, 0)",Nashville
209,"(0, 0, 3, 1, 0, 1)",Glasgow
210,"(0, 0, 3, 1, 0, 2)",Manchester
211,"(0, 0, 3, 1, 0, 3)",Manchester
212,"(0, 0, 3, 1, 1, 0)",Nashville
213,"(0, 0, 3, 1, 1, 1)",Brussels
214,"(0, 0, 3, 1, 1, 2)",Manchester
215,"(0, 0, 3, 1, 1, 3)",Manchester
216,"(0, 0, 3, 1, 2, 0)",Manchester
217,"(0, 0, 3, 1, 2, 1)",Manchester
218,"(0, 0, 3, 1, 2, 2)",Oxford
219,"(0, 0, 3, 1, 2, 3)",Manchester
220,"(0, 0, 3, 1, 3, 0)",Manchester
221,"(0, 0, 3, 1, 3, 1)",Dresden
222,"(0, 0, 3, 1, 3, 2)",Manchester
223,"(0, 0, 3, 1, 3, 3)",Oxford
224,"(0, 0, 3, 2, 0, 0)",Nashville
225,"(0, 0, 3, 2, 0, 1)",Manchester
226,"(0, 0, 3, 2, 0, 2)",Manchester
227,"(0, 0, 3, 2, 0, 3)",Manchester
228,"(0, 0, 3, 2, 1, 0)",Trondheim
229,"(0, 0, 3, 2, 1, 1)",Nashville
230,"(0, 0, 3, 2, 1, 2)",Manchester
231,"(0, 0, 3, 2, 1, 3)",Manchester
232,"(0, 0, 3, 2, 2, 0)",Dresden
233,"(0, 0, 3, 2, 2, 1)",Oxford
234,"(0, 0, 3, 2, 2, 2)",Oxford
235,"(0, 0, 3, 2, 2, 3)",Utrecht
236,"(0, 0, 3, 2, 3, 0)",Bergen
237,"(0, 0, 3, 2, 3, 1)",Oxford
238,"(0, 0, 3, 2, 3, 2)",Manchester
239,"(0, 0, 3, 2, 3, 3)",Manchester
240,"(0, 0, 3, 3, 0, 0)",Canberra
241,"(0, 0, 3, 3, 0, 1)",Brussels
242,"(0, 0, 3, 3, 0, 2)",Manchester
243,"(0, 0, 3, 3, 0, 3)",Brussels
244,"(0, 0, 3, 3, 1, 0)",Trondheim
245,"(0, 0, 3, 3, 1, 1)",Manchester
246,"(0, 0, 3, 3, 1, 2)",Manchester
247,"(0, 0, 3, 3, 1, 3)",Oxford
248,"(0, 0, 3, 3, 2, 0)",Manchester
249,"(0, 0, 3, 3, 2, 1)",Trondheim
250,"(0, 0, 3, 3, 2, 2)",Dresden
251,"(0, 0, 3, 3, 2, 3)",Utrecht
252,"(0, 0, 3, 3, 3, 0)",Bergen
253,"(0, 0, 3, 3, 3, 1)",Manchester
254,"(0, 0, 3, 3, 3, 2)",Manchester
255,"(0, 0, 3, 3, 3, 3)",Utrecht
256,"(0, 1, 0, 0, 0, 0)",Oslo
257,"(0, 1, 0, 0, 0, 1)",Jerusalem
258,"(0, 1, 0, 0, 0, 2)",Brussels
259,"(0, 1, 0, 0, 0, 3)",Brussels
260,"(0, 1, 0, 0, 1, 0)",Munich
261,"(0, 1, 0, 0, 1, 1)",Munich
262,"(0, 1, 0, 0, 1, 2)",Jerusalem
263,"(0, 1, 0, 0, 1, 3)",Jerusalem
264,"(0, 1, 0, 0, 2, 0)",Munich
265,"(0, 1, 0, 0, 2, 1)",Munich
266,"(0, 1, 0, 0, 2, 2)",Munich
267,"(0, 1, 0, 0, 2, 3)",Utrecht
268,"(0, 1, 0, 0, 3, 0)",Bergen
269,"(0, 1, 0, 0, 3, 1)",Taipei
270,"(0, 1, 0, 0, 3, 2)",Taipei
271,"(0, 1, 0, 0, 3, 3)",Venice
272,"(0, 1, 0, 1, 0, 0)",Canberra
273,"(0, 1, 0, 1, 0, 1)",Jerusalem
274,"(0, 1, 0, 1, 0, 2)",Jerusalem
275,"(0, 1, 0, 1, 0, 3)",Brussels
276,"(0, 1, 0, 1, 1, 0)",Munich
277,"(0, 1, 0, 1, 1, 1)",Munich
278,"(0, 1, 0, 1, 1, 2)",Amsterdam
279,"(0, 1, 0, 1, 1, 3)",Brussels
280,"(0, 1, 0, 1, 2, 0)",Munich
281,"(0, 1, 0, 1, 2, 1)",Munich
282,"(0, 1, 0, 1, 2, 2)",Munich
283,"(0, 1, 0, 1, 2, 3)",Utrecht
284,"(0, 1, 0, 1, 3, 0)",Bergen
285,"(0, 1, 0, 1, 3, 1)",Aachen
286,"(0, 1, 0, 1, 3, 2)",Munich
287,"(0, 1, 0, 1, 3, 3)",Aachen
288,"(0, 1, 0, 2, 0, 0)",Canberra
289,"(0, 1, 0, 2, 0, 1)",Copenhagen
290,"(0, 1, 0, 2, 0, 2)",Brussels
291,"(0, 1, 0, 2, 0, 3)",Jerusalem
292,"(0, 1, 0, 2, 1, 0)",Munich
293,"(0, 1, 0, 2, 1, 1)",Bergen
294,"(0, 1, 0, 2, 1, 2)",Amsterdam
295,"(0, 1, 0, 2, 1, 3)",Brussels
296,"(0, 1, 0, 2, 2, 0)",Bergen
297,"(0, 1, 0, 2, 2, 1)",Aachen
298,"(0, 1, 0, 2, 2, 2)",Munich
299,"(0, 1, 0, 2, 2, 3)",Utrecht
300,"(0, 1, 0, 2, 3, 0)",Trondheim
301,"(0, 1, 0, 2, 3, 1)",Munich
302,"(0, 1, 0, 2, 3, 2)",Aachen
303,"(0, 1, 0, 2, 3, 3)",Aachen
304,"(0, 1, 0, 3, 0, 0)",Basel
305,"(0, 1, 0, 3, 0, 1)",Stuttgart
306,"(0, 1, 0, 3, 0, 2)",Vienna
307,"(0, 1, 0, 3, 0, 3)",Amsterdam
308,"(0, 1, 0, 3, 1, 0)",Bergen
309,"(0, 1, 0, 3, 1, 1)",Munich
310,"(0, 1, 0, 3, 1, 2)",The Hague
311,"(0, 1, 0, 3, 1, 3)",Amsterdam
312,"(0, 1, 0, 3, 2, 0)",Trondheim
313,"(0, 1, 0, 3, 2, 1)",Bergen
314,"(0, 1, 0, 3, 2, 2)",Munich
315,"(0, 1, 0, 3, 2, 3)",Utrecht
316,"(0, 1, 0, 3, 3, 0)",Dresden
317,"(0, 1, 0, 3, 3, 1)",Munich
318,"(0, 1, 0, 3, 3, 2)",Munich
319,"(0, 1, 0, 3, 3, 3)",The Hague
320,"(0, 1, 1, 0, 0, 0)",Glasgow
321,"(0, 1, 1, 0, 0, 1)",Brussels
322,"(0, 1, 1, 0, 0, 2)",Utrecht
323,"(0, 1, 1, 0, 0, 3)",Brussels
324,"(0, 1, 1, 0, 1, 0)",Dresden
325,"(0, 1, 1, 0, 1, 1)",Dresden
326,"(0, 1, 1, 0, 1, 2)",Brussels
327,"(0, 1, 1, 0, 1, 3)",Brussels
328,"(0, 1, 1, 0, 2, 0)",Braga
329,"(0, 1, 1, 0, 2, 1)",Stockholm
330,"(0, 1, 1, 0, 2, 2)",Manchester
331,"(0, 1, 1, 0, 2, 3)",Venice
332,"(0, 1, 1, 0, 3, 0)",Bergen
333,"(0, 1, 1, 0, 3, 1)",Aachen
334,"(0, 1, 1, 0, 3, 2)",Venice
335,"(0, 1, 1, 0, 3, 3)",Manchester
336,"(0, 1, 1, 1, 0, 0)",Glasgow
337,"(0, 1, 1, 1, 0, 1)",Brussels
338,"(0, 1, 1, 1, 0, 2)",Brussels
339,"(0, 1, 1, 1, 0, 3)",Utrecht
340,"(0, 1, 1, 1, 1, 0)",Trondheim
341,"(0, 1, 1, 1, 1, 1)",Aachen
342,"(0, 1, 1, 1, 1, 2)",Oxford
343,"(0, 1, 1, 1, 1, 3)",Utrecht
344,"(0, 1, 1, 1, 2, 0)",Bergen
345,"(0, 1, 1, 1, 2, 1)",Dresden
346,"(0, 1, 1, 1, 2, 2)",Oxford
347,"(0, 1, 1, 1, 2, 3)",Manchester
348,"(0, 1, 1, 1, 3, 0)",Aachen
349,"(0, 1, 1, 1, 3, 1)",Aachen
350,"(0, 1, 1, 1, 3, 2)",Manchester
351,"(0, 1, 1, 1, 3, 3)",Venice
352,"(0, 1, 1, 2, 0, 0)",Trondheim
353,"(0, 1, 1, 2, 0, 1)",Glasgow
354,"(0, 1, 1, 2, 0, 2)",Brussels
355,"(0, 1, 1, 2, 0, 3)",Brussels
356,"(0, 1, 1, 2, 1, 0)",Trondheim
357,"(0, 1, 1, 2, 1, 1)",Dresden
358,"(0, 1, 1, 2, 1, 2)",Brussels
359,"(0, 1, 1, 2, 1, 3)",Brussels
360,"(0, 1, 1, 2, 2, 0)",Munich
361,"(0, 1, 1, 2, 2, 1)",Aachen
362,"(0, 1, 1, 2, 2, 2)",Utrecht
363,"(0, 1, 1, 2, 2, 3)",Oxford
364,"(0, 1, 1, 2, 3, 0)",Aachen
365,"(0, 1, 1, 2, 3, 1)",Aachen
366,"(0, 1, 1, 2, 3, 2)",Dresden
367,"(0, 1, 1, 2, 3, 3)",Vienna
368,"(0, 1, 1, 3, 0, 0)",Canberra
369,"(0, 1, 1, 3, 0, 1)",Canberra
370,"(0, 1, 1, 3, 0, 2)",Utrecht
371,"(0, 1, 1, 3, 0, 3)",Brussels
372,"(0, 1, 1, 3, 1, 0)",Stuttgart
373,"(0, 1, 1, 3, 1, 1)",Bergen
374,"(0, 1, 1, 3, 1, 2)",Manchester
375,"(0, 1, 1, 3, 1, 3)",Manchester
376,"(0, 1, 1, 3, 2, 0)",Bergen
377,"(0, 1, 1, 3, 2, 1)",Aachen
378,"(0, 1, 1, 3, 2, 2)",Stuttgart
379,"(0, 1, 1, 3, 2, 3)",Vienna
380,"(0, 1, 1, 3, 3, 0)",Bergen
381,"(0, 1, 1, 3, 3, 1)",Aachen
382,"(0, 1, 1, 3, 3, 2)",Dresden
383,"(0, 1, 1, 3, 3, 3)",Aachen
384,"(0, 1, 2, 0, 0, 0)",Canberra
385,"(0, 1, 2, 0, 0, 1)",Brussels
386,"(0, 1, 2, 0, 0, 2)",Brussels
387,"(0, 1, 2, 0, 0, 3)",Brussels
388,"(0, 1, 2, 0, 1, 0)",Stockholm
389,"(0, 1, 2, 0, 1, 1)",Manchester
390,"(0, 1, 2, 0, 1, 2)",Brussels
391,"(0, 1, 2, 0, 1, 3)",Brussels
392,"(0, 1, 2, 0, 2, 0)",Bergen
393,"(0, 1, 2, 0, 2, 1)",Manchester
394,"(0, 1, 2, 0, 2, 2)",Braga
395,"(0, 1, 2, 0, 2, 3)",Manchester
396,"(0, 1, 2, 0, 3, 0)",Bergen
397,"(0, 1, 2, 0, 3, 1)",Aachen
398,"(0, 1, 2, 0, 3, 2)",Aachen
399,"(0, 1, 2, 0, 3, 3)",Manchester
400,"(0, 1, 2, 1, 0, 0)",Glasgow
401,"(0, 1, 2, 1, 0, 1)",Brussels
402,"(0, 1, 2, 1, 0, 2)",Brussels
403,"(0, 1, 2, 1, 0, 3)",Brussels
404,"(0, 1, 2, 1, 1, 0)",Dresden
405,"(0, 1, 2, 1, 1, 1)",Manchester
406,"(0, 1, 2, 1, 1, 2)",Brussels
407,"(0, 1, 2, 1, 1, 3)",Utrecht
408,"(0, 1, 2, 1, 2, 0)",Aachen
409,"(0, 1, 2, 1, 2, 1)",Manchester
410,"(0, 1, 2, 1, 2, 2)",Aachen
411,"(0, 1, 2, 1, 2, 3)",Manchester
412,"(0, 1, 2, 1, 3, 0)",Trondheim
413,"(0, 1, 2, 1, 3, 1)",Aachen
414,"(0, 1, 2, 1, 3, 2)",Manchester
415,"(0, 1, 2, 1, 3, 3)",Manchester
416,"(0, 1, 2, 2, 0, 0)",Glasgow
417,"(0, 1, 2, 2, 0, 1)",Canberra
418,"(0, 1, 2, 2, 0, 2)",Brussels
419,"(0, 1, 2, 2, 0, 3)",Brussels
420,"(0, 1, 2, 2, 1, 0)",Dresden
421,"(0, 1, 2, 2, 1, 1)",Bergen
422,"(0, 1, 2, 2, 1, 2)",Brussels
423,"(0, 1, 2, 2, 1, 3)",Brussels
424,"(0, 1, 2, 2, 2, 0)",Aachen
425,"(0, 1, 2, 2, 2, 1)",Dresden
426,"(0, 1, 2, 2, 2, 2)",Aachen
427,"(0, 1, 2, 2, 2, 3)",Utrecht
428,"(0, 1, 2, 2, 3, 0)",Bergen
429,"(0, 1, 2, 2, 3, 1)",Aachen
430,"(0, 1, 2, 2, 3, 2)",Manchester
431,"(0, 1, 2, 2, 3, 3)",Aachen
432,"(0, 1, 2, 3, 0, 0)",Canberra
433,"(0, 1, 2, 3, 0, 1)",Glasgow
434,"(0, 1, 2, 3, 0, 2)",Glasgow
435,"(0, 1, 2, 3, 0, 3)",Manchester
436,"(0, 1, 2, 3, 1, 0)",Trondheim
437,"(0, 1, 2, 3, 1, 1)",Aachen
438,"(0, 1, 2, 3, 1, 2)",Brussels
439,"(0, 1, 2, 3, 1, 3)",Brussels
440,"(0, 1, 2, 3, 2, 0)",Trondheim
441,"(0, 1, 2, 3, 2, 1)",Dresden
442,"(0, 1, 2, 3, 2, 2)",Bergen
443,"(0, 1, 2, 3, 2, 3)",Brussels
444,"(0, 1, 2, 3, 3, 0)",Aachen
445,"(0, 1, 2, 3, 3, 1)",Aachen
446,"(0, 1, 2, 3, 3, 2)",Dresden
447,"(0, 1, 2, 3, 3, 3)",Manchester
448,"(0, 1, 3, 0, 0, 0)",Canberra
449,"(0, 1, 3, 0, 0, 1)",Brussels
450,"(0, 1, 3, 0, 0, 2)",Brussels
451,"(0, 1, 3, 0, 0, 3)",Brussels
452,"(0, 1, 3, 0, 1, 0)",Bergen
453,"(0, 1, 3, 0, 1, 1)",Manchester
454,"(0, 1, 3, 0, 1, 2)",Brussels
455,"(0, 1, 3, 0, 1, 3)",Brussels
456,"(0, 1, 3, 0, 2, 0)",Aachen
457,"(0, 1, 3, 0, 2, 1)",Manchester
458,"(0, 1, 3, 0, 2, 2)",Oxford
459,"(0, 1, 3, 0, 2, 3)",Oxford
460,"(0, 1, 3, 0, 3, 0)",Montreal
461,"(0, 1, 3, 0, 3, 1)",Aachen
462,"(0, 1, 3, 0, 3, 2)",Manchester
463,"(0, 1, 3, 0, 3, 3)",Manchester
464,"(0, 1, 3, 1, 0, 0)",Glasgow
465,"(0, 1, 3, 1, 0, 1)",Brussels
466,"(0, 1, 3, 1, 0, 2)",Manchester
467,"(0, 1, 3, 1, 0, 3)",Brussels
468,"(0, 1, 3, 1, 1, 0)",Canberra
469,"(0, 1, 3, 1, 1, 1)",Oxford
470,"(0, 1, 3, 1, 1, 2)",Brussels
471,"(0, 1, 3, 1, 1, 3)",Brussels
472,"(0, 1, 3, 1, 2, 0)",Dresden
473,"(0, 1, 3, 1, 2, 1)",Manchester
474,"(0, 1, 3, 1, 2, 2)",Oxford
475,"(0, 1, 3, 1, 2, 3)",Manchester
476,"(0, 1, 3, 1, 3, 0)",Trondheim
477,"(0, 1, 3, 1, 3, 1)",Aachen
478,"(0, 1, 3, 1, 3, 2)",Manchester
479,"(0, 1, 3, 1, 3, 3)",Venice
480,"(0, 1, 3, 2, 0, 0)",Glasgow
481,"(0, 1, 3, 2, 0, 1)",Glasgow
482,"(0, 1, 3, 2, 0, 2)",Glasgow
483,"(0, 1, 3, 2, 0, 3)",Brussels
484,"(0, 1, 3, 2, 1, 0)",Trondheim
485,"(0, 1, 3, 2, 1, 1)",Aachen
486,"(0, 1, 3, 2, 1, 2)",Manchester
487,"(0, 1, 3, 2, 1, 3)",Brussels
488,"(0, 1, 3, 2, 2, 0)",Stockholm
489,"(0, 1, 3, 2, 2, 1)",Bergen
490,"(0, 1, 3, 2, 2, 2)",Manchester
491,"(0, 1, 3, 2, 2, 3)",Manchester
492,"(0, 1, 3, 2, 3, 0)",Stockholm
493,"(0, 1, 3, 2, 3, 1)",Aachen
494,"(0, 1, 3, 2, 3, 2)",Aachen
495,"(0, 1, 3, 2, 3, 3)",Manchester
496,"(0, 1, 3, 3, 0, 0)",Canberra
497,"(0, 1, 3, 3, 0, 1)",Glasgow
498,"(0, 1, 3, 3, 0, 2)",Brussels
499,"(0, 1, 3, 3, 0, 3)",Manchester
500,"(0, 1, 3, 3, 1, 0)",Aachen
501,"(0, 1, 3, 3, 1, 1)",Bergen
502,"(0, 1, 3, 3, 1, 2)",Manchester
503,"(0, 1, 3, 3, 1, 3)",Manchester
504,"(0, 1, 3, 3, 2, 0)",Trondheim
505,"(0, 1, 3, 3, 2, 1)",Aachen
506,"(0, 1, 3, 3, 2, 2)",Manchester
507,"(0, 1, 3, 3, 2, 3)",Manchester
508,"(0, 1, 3, 3, 3, 0)",Dresden
509,"(0, 1, 3, 3, 3, 1)",Trondheim
510,"(0, 1, 3, 3, 3, 2)",Manchester
511,"(0, 1, 3, 3, 3, 3)",Aachen
512,"(0, 2, 0, 0, 0, 0)",Canberra
